,ID_INTERVISTATO,OVS.7_10_E_SMS
409,6285_9_10f37431fcda0bbeab0d81206ca070c0,Lo stesso problema si era già verificato qualche giorno fa e sistemato tempestivamente. spero non si ripeta nuovamente.
410,6285_9_10f6fe4af8f7a14c953f6d7c85c9b8b3,L’ultimo operatore contattato si è dimostrato molto disponibile ma i precedenti non hanno mai risolto il problema indicandomi sempre l’assitenza di un tecnico a pagamento per un errore causato da TIM
411,6285_9_10f8b03ba5614241262c900533139424,"Perché comunque la fibra rimane altalenante ed in alcuni momenti non si riesce ad usarla ci hanno detto che siamo lontani dalla cabina,ciò  Vuol dire che nel 2018 le linee non sono ANCORA sufficienti"
412,6285_9_1112cbd67039d9396a505362e22268ce,"Ci sono stati alcuni problemi di tempistiche, ma nulla di rilevante"
413,6285_9_112a7f8b68799bb0136f74867bde86d7,Competenza e cortesia degli operatori
414,6285_9_112c6d30c9d0fde80210bbd90690acde,Operatore italiano cortese disponibile serio e preparati per favore no Romania
415,6285_9_112e427a66ab52e8c41bd2cd77fe8ad1,Mi è stato detto che il problema sarebbe stato risolto da centrale invece è stato necessario venire a casa. Il tecnico non aveva preso appuntamento. Poteva non trovare nessuno
417,6285_9_1130015201fcac29f5a01b858ae809e9,Operatore eccezionale in tutto davvero molto professionale persone in questo maniera se ne trovano pochi..
419,6285_9_114934130b5d4bc9563d57332f370590,"La cortesia e la disponibilità dell'operatore, (italiano) che ha compreso e risolto"
420,6285_9_114a924721306524afd0ddfb0a8598f6,Efficienza
421,6285_9_118045de894076cc0cc1be84364e2e24,Per non aver risolto il problema dopo la prima chiamata.
423,6285_9_1186cb02291a92f2f8ed47ddbda67996,"Problema risolto velocemente anche se dopo un ulteriore sollecito che, in realtà, era una precisazione del guasto. Quindi bravi."
425,6285_9_11a446c90f3131b65f6ab094bba83f0d,La sostituzione del router dovrebbe essere completamente gratuita e non a mie spese
428,6285_9_11bf74ef905732fa2b9bc30c4dfac18d,Ci sono voluti troppi giorni
430,6285_9_11cd1deb3daddcaf51ee74497135a5ce,Yyy
431,6285_9_11d01bdfb770e235d0fbd2aae0424cad,Assistenza precisa puntuale ed efficace
432,6285_9_11e20e3d7ff8b4d1293805dfd032e059,Molto veloci
433,6285_9_11e2722fd4502549990704e376923d80,"La risposta è stata celere e sono riuscito a dialogare tecnicamente con l'operatore. In data odierna il problema si è ripresentato, è necessaria un'indagine più approfondita."
434,6285_9_11f08dfb94920f8c872204c4c0feb149,Mi sono trovato bene
435,6285_9_11fd23563e35df214683a04c51c9369d,Si puo sempre migliorare ma nel complesso ha funzionato tutto alla perfezione.  Buona giornata
436,6285_9_120a35acfd719596f190698c16935cef,Dopo la prima segnalazione il guasto età cambiato e non di poteva parlare più con operatore ma solo con risponditore automatico e solo li dava ipotesi di data soluzione guasto...
438,6285_9_121238bc2976c0a83ae66054f1dbef6c,L operatore a cui ho segnalato il guasto è stato molto professionale.
439,6285_9_121572a3edc596208edf0d79de527023,Per la correttezza del tecnico e la possibilità di parlare direttamente con un operatore
440,6285_9_121cc78fe3a3c69d11864c72ff446135,"Si è impegnato nella risoluzione del mio problema, e gli operatori sono stati gentili"
444,6285_9_12476dfaff825c3545a643aee3080818,sono stati gentili premurosi e professionali. ora navigo velocemente
446,6285_9_1252ab274a80e3ffe1e1a1674097d638,Perché è andato tutto bene
448,6285_9_125c6d93fb6f10578de03689884ad699,Efficienza
449,6285_9_125f3d7865962fbd1c3d428ca750da22,Perché ho risolto il problema rapidamente e per avermi guidato con scioltezza  e gentilezza nelle varie fasi.
451,6285_9_126c83b7655d3c30fba3698f0c780bcb,Buono
452,6285_9_12719bf09784bf327c0635b113887f24,Operatore gentile e profrssionale
453,6285_9_127678936c9eb741fd04eaafa677f726,Rispetto dei tempi previsti
454,6285_9_1278c127076b2600da1ebd00221b4902,X la disponibilità e la gentilezza e la pazienza grazie
456,6285_9_1280cc0093d7b6536edfd66219176fdc,Sempre efficienti e disponobili
457,6285_9_128af2452c2cd2763f1918037d40cf5f,Molto efficienti e molto ben disposti a risolvere i problemi
458,6285_9_129e4487f97a659d16ad954923c2aad8,Molto disponibile e competente il tecnico ma il problema non è risolto
460,6285_9_12b42672795e71b463dd2de24b0422a5,"Gentilezza dell'operatrice, disponibilità, professionalità competenza e rapidità della soluzione."
462,6285_9_12ce886d87885a54f529405208820440,La prima volta parlo con operatore Albania che non fa nulla e quindi attendo in vano la seconda volta parlo con operatore in Italia mi dice che non era stato segnalato nulla e che entro un paio......
463,6285_9_12ee4821cbfb6fd5bc3dea6f09c4b63f,Molto gentili e rapido intervento
465,6285_9_131379d223c1261400c58ea43317d380,Tecnico competente e risoluzione problema in tempi brevi di lavorazione
466,6285_9_13160270e083b21181d50c89300f8bf1,Una delle poche volte che ho risolto il problema senza particolarità.
467,6285_9_131cde1129670cb507c636acf3851734,Tecnico bravissimo e molto competente e gentile
468,6285_9_13293a4eac2464e5f098db8612638522,Operatore telefonico molto gentile  Segnalazione guasto tempestiva Risoluzione idem considerando che è stata fatta di domenica
469,6285_9_132de3d006fd8e23b852e92c7b4985c9,La corrispondente ha mostrato di essere persona competente e garbata.
470,6285_9_1337cf8ec78dad394c81d4b03d25b42a,Il problema continua a presentarsi probabilmente per un errore di sistema della centralina tim
471,6285_9_133d31ae873c055910818c45b90a6fe4,Operatore cordiale ed efficiente
472,6285_9_134ef94182e85cd10b5b481c33c4d9f1,È stato chiaro a spiegarmi quello che dovevo fare
479,6285_9_13a7a79163dbd65d1d0a8411c8280f9a,ottimo interlocutore e preparato
480,6285_9_13aa555ca1167198da3de694af98e037,ciaoooooo
483,6285_9_13bd080b079532efcf4d6b5dd6db14cd,Il problema per il quale ho chiamato none stato risolto
484,6285_9_13be3693239eb8229df85645ad3962ae,Il problema è stato risolto
485,6285_9_13bf3be0493bad1948ff90c7db88d306,Perché in fondo anche se sono stato contento del servizio c’’è sempre da migliorare
487,6285_9_13ee68cce35f31f045376f03dca99554,Competenza e cortesia.
489,6285_9_140565db40bdc73c6a62ee0a34513bae,Per la gentilezza e la preparazione dell operatore. Grazie
492,6285_9_141d270399db383427cd695eb1c52118,Perfetto
493,6285_9_141d615c239af19bfafa439cfc73126e,Risolto tutto con una telefonata BENISSIMO
498,6285_9_145bac5d8af42e917a9fb7da45f8a9a3,Non sono del tutto soddisfatto
499,6285_9_146acb91f570ede99d2f8208416a0fe0,Sono soddisfatto.
500,6285_9_147e554d21555c9761db97d9b2cd0207,Tempi di attesa telefonica lunghi  (25minuti )
501,6285_9_148305ba79799bc3087e83c0998a5033,La tempestività nn e il massimo
502,6285_9_149871bb71558125501974377296d165,Gli operatori sono stati cortesi e professionali. Hanno risolto il problema con celerità.
503,6285_9_14999bbc820a80c3586f2cd0c2def930,Sono abbastanza soddisfatto del servizio. Ma non è la prima volta che ho problemi con il modem. Più di una volta hanno dovuto resettare il modem. Modem non all'altezza del servizio.
505,6285_9_14ab6bf44a22c03353b6fbd7a3fc9ac4,"Tempestività, correttezza e competenza."
511,6285_9_14c72901ed35a996be231bd613a8405c,Dopo mezz'ora dalla segnalazione mi ha telefonato un tecnico in zona ed è venuto a casa mia constatato che il modem davanti problema me lo ha sostituito ed ora va' tutto bene
512,6285_9_14dc86bc7a376f02047eeb9fecadb0b4,Rapidità
514,6285_9_14f1723823524c2c6a535a74a76920d0,Modem guasti
515,6285_9_14f5334b0ebad27117a594a594f1f40c,Perché si poteva risolvere con la prima chiamata e quindi sono rimasto senza internet tutto il giorno.
516,6285_9_14fa78a9304d06a6c37b2d5aa8d9989f,Ho dovuto recarmi perla 3a volta presso un centro TIM per la sostituzione del decoder TIMVISION. Inoltre il centro Tim ha impiegato più di 40 minuti per sostituire l'ultimo decoder nonostante SMSguast
517,6285_9_14ffc09831ef82d2cddce7cbdaa58ab7,.
518,6285_9_150013b3e3d5f319b4bb1b53327300fd,Per la prontezza dell operatore
521,6285_9_15456e2f027117c1f85e319bfb7261f1,Mi hanno risposto
522,6285_9_15567f3a6d8849768460b585ad7c95d9,il problema è stato risolto rapidamente. Devo però dire che il medesimo problema si è manifestato numerose volte
526,6285_9_15a32c61fb0b57755155eea932d31aed,Personale qualificato
527,6285_9_15b002eae05b3f8ecece1c104cbfe71b,Cortesia
528,6285_9_15b2a4b8d49af237a7455fbe496b899e,Tutto ok
529,6285_9_15b939d8c4bcd249e53b9fb31b498e09,Sono contentissimo della Tim e dell'assistenza. Non cambierei Tim con nessun altro gestore
531,6285_9_15c95fd19c650f638b8f8d67065dbcb5,La presa in carico del problema è stata esauriente. Purtroppo il problema di lentezza della fibra è rimasto. Ripeto si naviga con lentezza. Grazie mille
532,6285_9_15ce8f5f51e8d2275755848cc463753b,Professionalità del tecnico che ha risolto il problema
533,6285_9_15d6bc436d5be4b8de54efb14d5b857c,"Efficienza, gentilezza,velocità"
534,6285_9_15f097a43d555880ce9501e6fc9515f3,Servizio veloce ed affidabile
535,6285_9_16007d1eecdb537f1572c4c27effee79,Per la rapida soluzione la competenza dell' operatore
537,6285_9_1617641b92a22145132196c83d2325a5,Per l'attesa di due giorni
538,6285_9_161e348bff671e4d2199eec024221b61,Gentilissimi e attenti al mio problema molto professionali se in futuro dovrei cambiarvi e solo per la tariffa cmq staff eccezionale
539,6285_9_16344215f056a44e75ff28f06b9e7b6a,10 per la risposta immediata ma avrei preferito essere avvisato prima
540,6285_9_163597df6b494f96abb69a613a32f4a5,Risoluzione veloce del problema
541,6285_9_163a4c60314aefc927cf0048cf0b42d5,.
543,6285_9_164a1431ec0187b9c9f8d5f934607250,"Disconnessioni continue risolte al 90% , ma ogni tanto il segnale va via anche dopo l intervento del tecnico"
544,6285_9_1650bfbaa27378af59c03d679019c859,"Precisione, efficienza, rapidi (meno di un giorno)"
545,6285_9_16510b6c4a86375c8c428bb425152cee,Detto fatto!
546,6285_9_165f9f915f3063994cef3f62c3b93540,Per soluzione rapida
547,6285_9_167fd40323e8986f59bd11206e78acd7,Perchê mi sembra equo
548,6285_9_1681c9217a982a872b5c6440fc7f2a5b,Velocita' di intervento
556,6285_9_16b14b5d229878d7b17dd46242f8c755,"Do un 7 dato che molto servizi di assistenza sono a pagamento, darei un 10 alla qualità dell'assistenza"
559,6285_9_16dc05d95b1fc376931eea4085ddc1ff,Perché si è risolto con successo da parte deltecnico
560,6285_9_16eb0d6027420e937e125d5fdc696612,Perché purtroppo è un problema che si ripropone e la linea è lenta
562,6285_9_16fa048288a3bc5c02a5ec721ff265e8,"Nonostante una seconda segnalazione del problema, non veniva subito risolto. Inoltre, a causa dei giorni delle festivita natalizie, ho dovuto aspettare ulteriormente affinche intervenisse un tecnico"
563,6285_9_16fe8d41caed65aa957ebab77acb7603,Rapido efficace
564,6285_9_170111049c84f16321e538f9f9190f95,Velocità ed efficienza
566,6285_9_1717675faec67d1b109dde07893d63c1,Perché ogni due settimane devo chiamare per verificare la mia connessione.. Raramente va più di due giorni vicino ai 100mb..se sono miracolato va a 80..
567,6285_9_1718c5071402dc39156ee748580b2b4d,Perché il servizio di assistenza tecnica è impeccabile
568,6285_9_1724c5a1b6b3e4ddd3a9e4cde41822b6,E stato gentile è coretto
570,6285_9_1745e035550557191cec75adbd68441d,Perché è quello che penso
572,6285_9_175115c4f3ea17f0e8b10e13a4f512b4,Migliorare il servizio durante fine settimana  e festività
573,6285_9_175442dd13f1537b0431119cbe06a57a,Ho risolto il problema è l'operatrice è stata gentile
578,6285_9_178b766508de57ee7b948c1bb6d0eecb,Perché l'assistente mi ha fatto chiamare dal tecnico informatico in pochissimo tempo e dopo numerose segnalazioni spero di aver risolto il problema
579,6285_9_179ca4c88f866fd1674e2309d49a815c,Sono state evitate inutili segnalazioni al call dove spesso ci si imbatteva in operatori inadeguati e/o inadempienti(a volte anche poco educati)
581,6285_9_17af416a21dfcb6fbad35cea16ae6c9c,Ottimo
582,6285_9_17bf346648b118a8bd0c5ba3d7cb15e2,Problema risolto in brevissimo tempo
584,6285_9_17d191ac8a5805e34135029d0d8bde34,Soddisfatto ma si può migliorare sui tempi
585,6285_9_17d3e53068550142a120aa34d8a8bd81,"Problema risolto ma difficoltà enormi per chiarimenti su bolletta, 3 richieste al 187 e comunicazione scritta. Giudizio 1 per mancata comunicazione con commmerciale"
586,6285_9_17da113001a364b811f48932ced73a35,Celerità e cortesia
588,6285_9_180b8e81ea677c815331397c09cc1f79,Un buon servizio
589,6285_9_180eb27e3b65cf139ed8d70a1701940c,"Il servizio non è riuscito a collegarsi al modem, né io a resettarlo. Così si è  dovuto dopo gli interventi di 3 diversi operatori pervenire alla soluzione della sostituzione del modem."
590,6285_9_1810533a42056c5c4766c065bdefe2b7,Tutto sommato  eè andata bene solo 4 giorni fuori dal mondo
591,6285_9_1832b05ea86c072be390fdc12ca6d5a1,Perché benché non risolto l'operatore ha fatto il possibile per risolverlo  L'anomalia è comunque stata risolta senza l'aiuto del vostro personale
592,6285_9_183cc79b02efb9d0455d0bd23642f4d2,Afficienza
593,6285_9_18491cd78de374c93e8e6d2f5b0a3d0f,Speravo fosse più celere
598,6285_9_18a769da87ee287bf4cfb23d241e5cd7,Soluzione rapida del problema
599,6285_9_18aa5fa7a361e07d8970ccf0d968aeeb,Molto soddisfatto per il tempismo
602,6285_9_18d90bc1c3894ad0f4c815bd15ff8d43,Il problema è stato risolto solo con qualche giorno di ritardo. Avremmo voluto comunicare che era stato tutto sistemato ma non c'è un'opzione del genere né telefonicamente né tramite app o internet.
603,6285_9_18f3541184a76bea577ca76492c2de40,Problema risolto in tempi brevi
604,6285_9_18f55c9fe624b440f40fd1f5183740e5,Efficenza
605,6285_9_18f65d4e25413e2f83a1c03fd5d33e21,"Malgrado il problema si sia risolto da solo, non sono stati effettuati ulteriori controlli sulle linee che passano sui boschi che per mia opinione sono la causa dei problemi"
606,6285_9_18f7a54f93a0306501bd797dc554e1c9,Snlocco e ripristino funzionalita
607,6285_9_18ff09baf720ae9384a4acbea4dd0bff,Sono rimasto soddisfatto dal servizio
608,6285_9_190167464d71f55440c9b3de239f0172,Perché il problema si è risolto da solo mentre parlavo con l'operatore
609,6285_9_1902eaf79dec9e05d03d2c8be9d1daf6,Poca comunicazione tra tecnico e servizio clienti 187.
611,6285_9_1918d2a8fd0bb31b5b32f655f22e50f4,Perche professionale
612,6285_9_19226b48d3bcb36b218ffc00c2b5a50b,"E' imposdibile parlare con un operatore, inoltre non e' concepibile nom avere telefonia per ben 4 giorni"
614,6285_9_192e66714bb1cbe3d198c8f449706042,Ho risolto quasi subito il problema. Ho riconsegnato il decoder tim vision che non funzionava e me l'hanno sostituito subito al punto Tim di Chieti.
615,6285_9_193005e95fea33f306550dfd814e26cd,Tutto risolto
616,6285_9_1933b767327a6828798236b9fb171de4,"A mio avviso é stato perso del tempo inutilmente cercando di risolvere il problema dovuto al modem guasto con un intervento da remoto, e per la sostituzione ho dovuto girare 3 centri tim"
617,6285_9_1939dac95e7ceca4f721906dc7d3d86c,La cortesia delle operatrici
618,6285_9_193d5d525d3ceedee6be1f8cc8f0e7bd,Perché il problema si è ripresentato ancora dopo poco tempo
621,6285_9_194f9cbccee6cd7f42c78295825e2294,Cortesia e competenza
622,6285_9_19597776bc5c9df80423b5610e4dda56,Cortesia e disponibilità
626,6285_9_198232319ecce8243656bdfe4f07206c,Il tempo di presa in carico di 10 giorni per isolamento completo è inaccettabile . Il tecnico di TIMe non di una azienda in subappalto è stato perfetto per disponibilità e competenza
627,6285_9_1983dbcd8981de5f918b4de3d9df89d4,"Nonostante la risoluzione del problema ho riscontrato un abbassamento dei parametri del servizio, rispetto al periodo immediatamente precedente al disservizio"
628,6285_9_198eb573c6ca8019e158b01c74a1f691,Tutti sono stati professionali
630,6285_9_19b6bfaa29a618890aa568c9298516d8,"Per cortesia, professionalità e bravura dell'operatore"
633,6285_9_1a0446c48470f8c5138a4ac9b6f4ff22,Veloci e professionali
634,6285_9_1a08f46ea0ae063b14b3638cbfa5f205,Sono in attesa di una soluzione
635,6285_9_1a0f794c19bf5ebeffe30e2976a32557,"Cordialità, competenza, velocità. Professionalità"
636,6285_9_1a3598ec426fe7e063a9f6f89a9d0862,"Premesso che nn voglio fare alcuna discriminazione, quando parlo con operatori italiani mi trovo soddisfatto. Se ho a che fare con operatori dalla Romania proprio no, sono incompetenti e maleducati"
637,6285_9_1a4ab60ce0c10a29490dce68b4ab5790,"Per la competenza, la velocità e la disponibilità"
639,6285_9_1a604bd06d3d8e869890cc7f8c2d8993,Per la gentilezza e la rapidità
642,6285_9_1a8d42591d3a10d5414babb4916583ab,Per i tempi di attesa prima di parlare con un operatore
643,6285_9_1a9cfc16a9ad1ba36f3f94d37d302a1d,"Abbastanza tempestiva, l'unica pecca è quella di non essere stato avvisato dell'uscita del tecnico."
644,6285_9_1aabf58fd1ec63ad6e75a2a1003b578f,Efficienza
645,6285_9_1ab6d81569e8f8df08439f02964080e3,Per la competenza e per i modi garbati
647,6285_9_1ad1c4253f91b693a30400c958a2dbd0,Perché si doveva cambiare il cavo che è marcio che da fuori entra in casa (che sono 3 metri)
649,6285_9_1aeccd126d2998a077b4408d77c755cf,Operatore gentile disponibile che.mi ha dato suggerimenti utili. Ora aspetto che i tecnici migliorino le prestazio i della linea che ancora non sono soddisfacenti.
650,6285_9_1aeeeee7ec5894404b70c559270cc02b,Per mancanza di illustrazione dei problemi di telefonia prima del passaggio a fibra
651,6285_9_1af351a6788cd354fe0fe898b4ef7414,Soddisfatto
652,6285_9_1aff29955b54b3cd2ac76e0d5b076c96,Molto sodisfatto
653,6285_9_1b058aab8e782f56496d45e30e2dddcc,Perché mi trovo bene con  questa compagnia
654,6285_9_1b0efa94274eb065129bebc494075283,Avrei eseguito le prove di velocità rete nell'orario nel quale diminuisce tale velocità
655,6285_9_1b13ba729d1984490e92da85c5d8e367,Il problema sembrava risolto ... ma si ripresenta ... il tecnico ha messo sotto sorveglianza la linea
656,6285_9_1b171843326724bd082a43253d96eb4f,Per incentivo
657,6285_9_1b3a1b532f4d82dfaaae2ae36c736da1,Non sempre ho la connessione 200 MB NEL nel ciclo della giornata scende anche ai 30 MB
659,6285_9_1b4f019df96063aacbfd78181370e0e7,Perché la chiamata è evasa subito e il problema è stato parzialmente risolto
661,6285_9_1b5a7a52f8b13b697bf5fd8dc1414d7f,all'ultimo  tecnico ho voluto dare 7 perché  ha saputo risolvere il problema che gli altri tecnici nn hanno risolto mentre l'ultimo si
