,ID_INTERVISTATO,SOLL_MOT
9586,6333_9_85afc3067a0308ef50ea9eab2972c5ab,Segnalazione fatta sabato mattina e rifatta lunedì mattina perché il problema non era stato risolto
9590,6333_9_85f0f1ba56cccbe5f11bdab3569e9d1a,"Problema persistito per circa un mese che ci ha creato notevoli disagi in ambito lavorativo, telefonato al 191 circa 5 volte , inizialmente non volevate mandare il tecnico dando per scontato che il nostro prblema fosse il centralino. Abbiamo anche sostenuto costi per il tecnico del centralino. Solo dopo altri solleciti vi siete presentati ma il problema non é stato risolto . risolto apparentemente soltanto Giovedì 15 marzo con il secondo intervento di un nuovo tecnico. tempi troppo lunghi."
9591,6333_9_85facee0e902944d8997b6f9867c8009,Urgenza
9594,6333_9_86318f3f41e51d782d806d30a9303f64,Il guasto andava risolto da un tecnico in loco e non da centrale. E non era un problema dell'impianto interno così come si asseriva   al 191.
9596,6333_9_8655c3c72773ab4c5277cffa60e38353,Per il perdurare del guasto
9597,6333_9_865edebe3c6a54d11dfee1ec2f56a545,Mancata individuazione del guasto
9598,6333_9_866a1f93f3c2c425df2808c498588e49,"Perché alla data indicata in cui il problema sarebbe stato risolto, il problema persisteva"
9601,6333_9_86a6dcc0d7d9e7d487975a234b9fe421,Perché il problema si presenta troppo spesso
9603,6333_9_86c25cf5724e0cf3160f84b75b9ac950,Il problema non veniva risolto e in quanto il numero è collegato a una partita IVA Dunque un'azienda abbiamo avuto gravi disguidi ho sollecitato più volte il motivo della mia insistenza per il ripristino del danno ma questo è successo solo quando sono stati comodi penso proprio che non sia stato un servizio che Tutela il cliente soprattutto essendo un'azienda
9604,6333_9_86d251a15b2c0756f32256ba8d091cdb,Dopo tre giorni il problema sta persistendo
9611,6333_9_87484368626b2e6e240dc0a6a502f5d8,Nn avete ancora risolto #########
9612,6333_9_874e7e16c5864189a9dc9791662d8062,La linea e internet erano staccata tre settimane
9615,6333_9_875bb480389c5d13b61f7277a0ae06c3,"Il problema si ripresenta periodicamente, la soluzione sarebbe una linea fibra che non mi viene data o una linea 20 mega che mi è stata offerta ma mai attivata in 60 gg senza ragione"
9616,6333_9_875dbeb3e3cb84c4e64e668b6977492d,Non riusciranno a risolvere
9617,6333_9_876a642abf749f369182d8cd2900d346,Perché non si presentava nessuno pur avendo un appuntamento
9618,6333_9_878dfee2959239e4ecd8dd642b142e2e,"In quanto non tutti gli operatori a cui dicevo che il trasloco effettuato non funzionava, prendevano in carico la mia chiamata. Alcuni mi dicevano solo di attendere ancora, un'altra mi ha detto ""abbia fede che il prolema di risolverà"" senza volermi passare il reparto tecnico."
9620,6333_9_87a16486c152164737cd6f945ef98e26,"Inefficienza risolutiva. I tecnici della sirti sub appaltatrice forse non conoscono bene l'obsuleta cabina di Torre Lapillo. Il numero ######### è ancora isolato, grazie al dirigente che mi ha fatto il trasferimento di chiamata dopo aver chiesto danni per le mancate commesse. Non siete più la TIM di una volta, mi spiace, sibo a 10 anni ibdietro c'erano tecnici da brivido, oggi non so, ci dovreste smentire oppure rinnovate la cabina. Gli utenti ci sono e pagano pure. Sul mio albergo c'è una grande antenna Tim,  efficiente, uguale dovreste fare per la cabina a terra. Saluti"
9623,6333_9_87ec6389f9869189ab6954560c02df36,Perché il guasto era sul cavo di collegamento esterno e il più delle volte i tecnici sono venuti senza la necessaria attrezzatura.
9631,6333_9_88648be95a682aff91c9ab3e23981fbd,Tutt'ora il telefono è muto e dalla centrale dicono che va tutto bene. L'apparecchio è stato montato anche al primo ingresso senza risultato.
9632,6333_9_88682466c7440f8ab06d67d98abcdf4f,"Abbiamo ricevuto comunicazione che il guasto era stato risolto il 2° giorno, ma il guasto è stato risolto il 4° giorno"
9633,6333_9_88a82a5e88b04d96c6cb97757bfe179a,Perché non ricevevo conferme sull' intervento
9639,6333_9_8928765ade59779d0c113848de4c9bd9,Perché sono stato un mese senza linea telefonica
9645,6333_9_8958c6fdc3e7a085c71c8db0d2ff3495,Perché il problema si risolto più tardi
9647,6333_9_896f1151deb712dd3c83a497ce5c53bb,Il problema nn é ancora del tutto risolto
9648,6333_9_89b304bd096c59a8005a8dd648e47e0a,Questioni tecniche
9649,6333_9_89bd27e1dc0be0ec76b4a0bc2f50047d,"Questo però prima di questo intervento, dopo il sollecito abbiamo avuto questo intervento positivo."
9652,6333_9_89f92ee65b32627e72a12bc0833bd49f,"Non mi è stato detto subito quanto grave fosse il problema, quindi anche i tempi di soluzione indicate erano completamente errate, da cui i solleciti"
9655,6333_9_8a1dc7a2dd71657f40bcabc97a957c0a,Perché il disservizio è stato veramente vergognoso e a tutt oggi non risolto sono passati 20  gg...mi sembra da incubo con danno mio visto che siamo in azienda commerciale e il telefono è il ns biglietto da visita
9657,6333_9_8a3986b8ee6883600e4d572d865c72a2,Con il primo intervento è stata riattivata solo la linea ADSL ma non anche quella telefonica che era rimasta bloccata a causa del trasferimento di chiamata attivato su proposta dell’operatore al momento della segnalazione del guasto e doveva rimanere attivato per il solo tempo necessario s riparare il guasto.
9659,6333_9_8a6dbe4b238fed92ba35a776b4c11547,"Il modem per il quale pago non è il modem installato, quest ultimo inoltre mi da problemi giacche devo spegnere e accendere frequentemente perché possa funzionare il wi fi"
9663,6333_9_8a93ce2dc29e1a736376d386919ffd73,?
9678,6333_9_8b4b66734e2ae6cbf510abde118ff8c8,Mancata risoluzione
9679,6333_9_8b6726e38ddd6ff513192ca01346651e,Erano passati più di 5 giorni dall’apertura della pratica e nessuno veniva
9683,6333_9_8bd974c4a89998e283f4372e6bfc5b1e,"mi è stato fissato il giorno dell' intervento del tecnico, ma non è venuto. dopo una serie di solleciti è venuto il giorno successivo. ha detto che il guasto era esterno e doveva venire il giorno dopo con un suo collaboratore. non si è visto. dopo un altra serie di chiamate il nuovo tecnico è venuto dopo 4 giorni"
9687,6333_9_8c3c2de4a767a4ade40b3398bd9deb49,Per sapere se effettivamente il tecnico sarebbe venuto nel giorno indicato
9692,6333_9_8ca5ad75db5ce9d8ab217ae3a976b514,Perché non ha mai rispettato orari degli appuntamenti.Dimostrando totale incompetenza alla fine ha solo cambiato il modem.
9693,6333_9_8cd296a8ac1139c0483fa3091b146e41,Guasti linea frequenti dal 7 dicembre 2017
9695,6333_9_8d4217141e37ad6b4751cd73e679338e,"Perché lavorando con telefono e internet la mia attività era completamente ferma, oltretutto il tecnico si è presentato dopo 5 giorni anche se il problema era stato risolto molto prima, mi sono sentito preso in giro"
9698,6333_9_8d7bf3d0892cae8226da5aceaf638f30,Motivi di lavoro
9703,6333_9_8dada4937bbd80501eb87cb49872c659,Era fine settimana e i tecnici venivano da fuori.
9705,6333_9_8dc19ab812825b73c66e8154339a5e32,Lo stesso motivo di adesso ovvero nessun tecnico si è mai presentato o mi ha mai contattato le uniche volte che ho parlato con un vostro operatore è stato solamente quando io li ho contattati siete scandalosi sotto questo punto di vista
9706,6333_9_8dc390a2e836be4c4dcd040a91cabb04,Perche i tecnici inviati non riuscovano a tisolvere il problema
9709,6333_9_8de0099e8d3293d6b5032a564bf96698,"Totale assenza della rete, impossibilità di parlare con operatore...problemi soliti mai risolti, CAMBIEREMO SICURAMENTE OPERATORE"
9717,6333_9_8e72cc32f1dfa15fa1087ed9df4d7638,Problema non risolto
9720,6333_9_8e90209c73ef0d8de24b5c19aa519461,Ho mandato una pec dicendo che ho pagato e il sevizio non è andato a buon fine
9728,6333_9_8f389a86ca4306c35e73f3ea60602be3,perché nn veniva nessuno o davano appuntamenti e nn si presentava nessuno senza nemmeno avvisare. i
9730,6333_9_8f58b73f768266a8090d26f38dfbdd68,Perché la prima volta con il tecnico non abbiamo risolto. Il problema è la rete obsoleta. Wind ci funzionava perfettamente.  E grazie a wind non abbiamo subito danni.
9734,6333_9_8fc071ebdc0974dd7e2c87e91586457f,X disturbi nella linea
9738,6333_9_9003b06e6986bfca174cb1fae8fa379f,Problema non risolto
9739,6333_9_9023b00b369f9635f9cf2be1727e7db8,Per la non soluzione del problema e x il ritardo nell'intervento
9742,6333_9_9097bee580d209991d422d41081b9202,Problematica non risolta
9755,6333_9_9186c9681affe75883b318abab89d9bb,Sono passati 7 giorni dalla segnalazione La linea è tuttora isolata. Lavoriamo anche noi. Invece di spendere i soldi con i balletti pubblicitari migliorate il servizio. VERGOGNA!!!
9763,6333_9_923256a4f73de7a797e5e27add56d4ab,"Perché il problema non veniva risolto e ognuno mi dava delle risposte completamente diverse. Chi diceva che era un guasto, chi diceva che era dovuto ad un cambio di contratto, chi diceva che era un problema molto grosso da risolvere e sarebbero passati forse anche mesi!"
9764,6333_9_923a12c6781dc256fda2d747c2fbd707,Trattasi di attività commerciale
9766,6333_9_925b7007e139385ae69ccb9d8e78c8df,Il problema non è stato risolto se non dopo una settimana
9767,6333_9_925dedab2c45f5ab1f1f32a9ce1e301f,Perché mi hanno dato informazioni diverse e non sono riusciti a risolvere il problema chiudendo la pratica senza risolvere il problema
9768,6333_9_9267f09c29eec11f1fe98d16f8877b6b,"Perché non si risolve il problema , siamo molto delusi , la nostra è un attività commerciale e non riusciamo a lavorare . Vergognoso"
9774,6333_9_92e48de12ddaa28a804252f66165dbb5,Perché il problema non è stato risolto
9775,6333_9_92f527d251dff8adf5bb2e7246d259b0,Attività commerciale senza linea voce !!!!!!
9777,6333_9_931804cbde261af85c1c9b27620c644d,Più tecnici non si capivano tra loro e Non riuscivano q risolrci il problema
9778,6333_9_932b9f9f3b1765d300557ba84c6ddfa3,Perché si era ripresentato lo stesso guasto di una settimana prima!
9780,6333_9_9353ef5c051fcdc02bfecd24b4f148f8,Esigenze urgenti di lavoro
9783,6333_9_938b93f86f8ffbd31125d6af8bf0beef,Guasto persistente
9788,6333_9_93d48fd5f7e9d54f0ca603acda58580a,Sono maleducato attiacano il telefono in facci poca professionalità  non è la prima volta cambio gestore
9790,6333_9_93ef47e48cfc18abbd046eba9223ba2e,Ho aperto ben due segnalazioni diverse per lo stesso problema. La prima segnalazione é sparita nel nulla e nessuno si é degnato di dirmi qualcosa in proposito. Un'esperienza paranormale. La prima segnalazione risale al 2/03 marzo e la seconda che io avrei aperto risale al 10/03. Data di riparazione del guasto 12/03. In dieci giorni ho fatto svariate chiamate e ogni volta mi veniva detto che il guasto sarebbe stato risolto in giornata. Sta di fatto che la Tabaccheria é rimasta senza servizi per ben 10 giorni. Assurdo.
9792,6333_9_9412d3a306e51a0882b0cbf36bd1db94,Problema adsl linea aggiuntiva
9796,6333_9_946320dae746e108c3e732f51079c5e1,A causa di operatori assolutamente incompetenti e contraddittori
9798,6333_9_9476af02499748d537a104cecbaa02b3,Perché non interveniva nessuno
9801,6333_9_949f79f2e132bb2234cd94fcd3009a71,Nessuno veniva a risolvere il problema che era sia voce che adsl ed essendo un attività commerciale e sanitaria ha creato numerosissimi problemi e danni
9804,6333_9_94d1e80ec651fa7a722a8557f63640ea,La ADSL non funzionava
9807,6333_9_95018f9666e2dbd67253852c14e042ae,"Mancanza totale di cordinamento, gestione pasticciata e confusa, rimpalli, rimbalzi, solo per aver richiesto un modem che funziona e non quello che mi volevano proporre e che già possedevoche ho dovuto sostituire perchè non funzionava, in conclusione basta una virgola per creare il panico, significa essere governati da automi incapaci di qualsiasi presa di posizione personale, generazioni bruciate"
9808,6333_9_950337ae3ff35570568c8e079ad2501b,Non si riusciva a risolvere
9809,6333_9_9505378c064ec7fd2d431f0c2cbc10b1,Perché nessuno ci comunicava la data di risoluzione del guasto
9811,6333_9_95132e6c0773085d35f8ee2dcc523eb5,Ho sempre problemi con la dsl e bollette da 160euro mensili
9812,6333_9_9518ddd12e0726e873c0823828db8cc2,Non veniva nessuno a sistemare la linea la mia attività essendo una farmacia e rimanendo senza telefono e ADSL ha creato innumerevoli disagi a me e i clienti... senza bancomat..non poter spedire le ricette... etc. Mi riservo di chiedere i danni
9813,6333_9_952a225e53f312c709fb565be6d2933e,Perché non ho mai ricevuto risposta. Neanche ad una PEC!
9814,6333_9_9541101d5f5164d69476f08d8491737a,Al primo appuntamento il tecnico nn si è presentato.
9820,6333_9_9589f065250753cbbf40da98ec0eef7e,Per urgenza
9832,6333_9_96ae9a4032924a2e3d3340d0d1e01229,Perché ogni operatore mi diceva problemi diversi. E dato che con adsl noi lavoriamo siamo stati penalizzati 7 giorni prima che uscisse il tecnico e rilevasse che era un problema vostro di interruzione . Usufruendo anche del tecnico a pagamento il quale sosteneva che il problema era nostro
9833,6333_9_96d067b5f9e9416031191592260ed73d,Erano stati richiesti ip aggiuntivi e ci era stato detto che nel giro di pochi giorni sarebbero stati attivati
9834,6333_9_96d853c6a0c6090aaff1351a586d648d,Perché il tecnico non veniva presso la nostra sede per risolvere il problema
9835,6333_9_96df264c246d961105124af28c216612,"Perche il problema di wi-fi si ripresenta  dopo poche ore , e nn trovo assolutamente corretto addebitare a me il costo di un intervento da parte del tecnico ,tenero conto che io continuo a pagare un servizio quando il servizio non e completo al100% ormai da 2 mesi..sono decisamente insoddisfatto!!!!!"
9839,6333_9_977a6d26b591030559ff13a345778b75,Problema ancora non risolto
9843,6333_9_97bb5925b7beb1123f0c86c8add33305,Malfunzionamento linea ######### (è una tabaccheria) e tuttora siamo senza terminale delle marche da bollo e lottomatica dice di rivolgerci al gestore di telefonia
9845,6333_9_97c6e38e680cc4aa1a6d99049d094d93,Guasto protrattosi per 7 giorni.
9846,6333_9_97de2ed797e29b4cd0326bf591f60908,Perché dalla prima segnalazione di guasto sono trascorsi quattro giorni lavorativi
9847,6333_9_980a9040fc677915677d510e5773b4b9,Per una nuova linea
9850,6333_9_98301360d6f1bbff56c4f035bd137060,Non interveniva nessuno
9855,6333_9_987c7a9fe7c6a12b8e199ca75b5d7ce3,"Il guasto si è presentato venerdì 2 marzo, A causa di impegni personali sono stata chiusa una settimana di conseguenza abbiamo pattuito per un intervento del tecnico il giorno mercoledì 14 marzo e il tecnico non si è presentato e non sono stata avvisata, quindi ho provveduto a inviare segnalazione e mi stato riproposto un secondo intervento martedì 20 marzo .Lunedì 19 marzo ho provveduto a chiamare il numero 191 per disdire l’appuntamento in quanto mi sono risolta il problema da sola. Era un problema di modem che possiedo in noleggio presso di voi,  una volta resettato si è ripristinata la linea"
9858,6333_9_98b71ba4682a23280c6f68841e79742d,"Non veniva il tecnico della zona, alla fine è venuto un'altro tecnico"
9861,6333_9_98c9a38084c095752d9cfc56c33f7773,Per motivi di lavoro.
9862,6333_9_98eea878b185c55c1ff59c6cbb405ac4,Ritardo nella risoluzione
9866,6333_9_99120a3f0c35c87dde9f86b957fdb55b,Incongruenza risposte
9868,6333_9_991db2a700b1a502c91ca8968b9e766c,Non era stato capito qual'era il problema e ogni sollecito riferiva ad un guasto generalizzato
9871,6333_9_9972860d9d4a47700e9508667de06411,Perché non avevano capito che il guasto riguardava il ######### e tuttora è ancora guasto. Guasto grave nella cabina  Ma quando l'aggiustate?
9872,6333_9_9996d369e599f9c2e46fdc90634f39a0,Essendo commerciale non potevo restare senza telefono ed internet
9875,6333_9_99b37c17c7c0ed2cd65b529cd0167edb,Hanno comunicato via sms che il problema era stato risolto ma non lo è stato nemmwno parzialmente  Dopo varie ri segnalazioni il tecnico ha chiamato e risolto Gli uffici dell azienda sono rimasti senza telefono funzionanti per ben 5 lunghissimo giorni che sono una settimana lavorativa (impossibile chiamare e chi chiamava sentiva al telefono gli squilli mentre nei nostri uffici tutti restavano silenziosi!)
9876,6333_9_99c2e2a8b9cce31ee72c2a9878b6ce78,Non ho avuto nessuna risposta e soluzione
9882,6333_9_9a65faa709d2faad1a6dbf59052b89b2,perche mi serve per lavoro e siamo siamo ancora punto e a capo per tanto si sta valutando di cambiare operatore!
9883,6333_9_9a6641429e321aa38c9f083c33f1e2cb,La velocità di navigazione è lontana da quella contrattualizzata e l’operatore ha criticato il mio modo di misurare la velocità
9887,6333_9_9aa9433011242a2a8c0289ac1186c7ac,Mancanza di raggiungibilità con i clienti
9889,6333_9_9abef46a9aaf37991c03fefe1fe88722,"Risposte evasive anche  su Facebook. Telefoni riagganciati dagli operatori. Tempi biblici (5 giorni per una linea business), Sms di avvenuta risoluzione del problema con problema persistente"
9892,6333_9_9adcd0e2bddb11e6ef8d545bbd307fd8,Nessuna comunicazione totale menefreghismo e incompetenza ..è successo altre volte anche per alktre linee che ho..il servizio fa schifo vetgognatevi
9893,6333_9_9b5197a8c61da64213c5b1cbc0c769a7,Guasto Causato stesso dal tecnico che ha invertito due linee
9895,6333_9_9b5818fb240ec7308f5baf6267dc80ef,"Sono intervenuti 4 tecnici diversi, senza risolvere sinora il problema"
9896,6333_9_9b67eb4aaa536300de25c11765c5262c,Il problema non è stato risolto dai tecnici precedenti
9900,6333_9_9b91cbfc8dc9e0287866255aa3771d2b,Perché è una  attività commerciale no potevo lavorare co i possi
9901,6333_9_9b9985e9a2fcb10ea71dfc15a17519fd,"Perché mi serve per lavorare il telefono, anche se poi i tempi sono stati rispettati con la prima chiamata"
9904,6333_9_9c19130b24ceca57124e329167f463e7,Perche io con internet ci lavoro
9905,6333_9_9c2dd832cec28ede13a5420758bf73a4,Perché non ho mai ricevuto ne risposta ne soluzione al problema
9907,6333_9_9c56a99e2591e792865ca1d0f2c5356e,Stesso problema ripetuto 6 volte in 20 giorni
9908,6333_9_9c600fc7b709a54a0f87fb6d8a4b7065,Il problema non è stato risolto
9909,6333_9_9c6756c3670dd0498f6dfebfa426bd78,"Perche il problema nn si risolveva. Ieri finalmente ha risposto l unico competente, il signor dario, e ha capito perche continuavamo a nn avere linea. Tutto sembrava a posto. Ma stamattina il telefono ""gracchia"" nuovamente. La linea c'é, ma é molto disturbata!"
9919,6333_9_9d85aeb72b05fd22fb3fc212bd333235,Perché non sono stati rispettati i tempi di chiusura
9920,6333_9_9d8bccb035b6b95eb47e94c4507e1ff6,Perché il guasto non veniva riparato
9921,6333_9_9d93232758b61d83c0e93e17314921a8,Mancanza di informazioni e appuntamenti non rispettati senza avvisare
9922,6333_9_9d94ab2c6085c7055319348be6cd78e0,Perché dopo un giorno non avevano ancora riparato
9923,6333_9_9dadc54afcf1d80302b1a8b201ebc94a,Sono 10 giorni che non ho internet
9935,6333_9_9e52c962139dfd9096cb131f00ab564f,Tutte le volte che chiamo il 191 dicono che il problema è dei programmi di posta che utilizzo. Però i problemi li ho solo quando sono in ufficio a Farnza utilizzando il wi-fe dello #########.  Se stacco il wi-fe e uso il 3G le mail partono immediatamente. C’e Un problema di linea e TIM nn risolve. È scandaloso che paghiamo per un servizio pessimo
9938,6333_9_9e859023738da1db2844799eb94f7b8c,"Perche ieri il problema non è stato risolto, solo oggi mi ha risposto un tecnico che ha trovato soluzione."
9939,6333_9_9e8fb8fc387b397b2b2a1d6cf43ecc76,Il servizio richiesto è stato attivato ma non funziona correttamente...Wi-Fi clienti non si interrompe nelle fasce orarie prestabilite...
9942,6333_9_9eec28246b412ab2909abeabdde981b0,Il problema persisteva
9943,6333_9_9effd861a10a9e15666e43a888239490,Perché uno studio medico non può ricevere telefonate da più di 7 giorni
9946,6333_9_9f3507cfcced98912b035ec8661d0e8c,Nessun avanzamento della pratica
9948,6333_9_9f59c84ebafbc96e629b679f93a438a6,pronlema non risolto
9950,6333_9_9fa1d5faf658c44153414ed192db47f4,Sono senza il telefono e il fax perché  non è stato effettuato il collegamento alle borchie della vostra centralina dal 19 febbraio e devo aspettare fino al 7 marzo per avere un tecnico
9951,6333_9_9fb3e506c8b550a091f12422b09ed975,Perché la linea ADSL è instabile
9953,6333_9_9ffd43c8c13dae5e8109193b982a2986,Il problema viene aggirato e non risolto
9955,6333_9_a01ca25041f2ad8316bb4807fe370492,Continuavamo ad essere isolati
9956,6333_9_a033d31f2abfd537d957bc318c5662a8,Perché i giorni passavano e il problema non veniva risolto e per una attivita il danno è doppio
9957,6333_9_a049f84c5f1bb053bfebca9ac36126e8,Perchè il problema permane
9966,6333_9_a0e458e75941becc7ae05f50f81e3dee,Perché da dicembre sono ancora isolato
9967,6333_9_a0e8689cbec37a91a6e8378455d00bfe,"Continuava a non funzionare e dato che si tratta di una tabaccheria il guasto non mi ha fatto permesso di stampare Valori bollati per 8 giorni, oltre al disagio per non poter telefonare e ricevere"
9968,6333_9_a1082f86e5f679dc6486a6bc1f2d93ef,Disattivare avviso di chiamata
9969,6333_9_a12c77ed2d533eda25caa0eecf115b07,Per avere sicurezza che il problema fosse risolto in giornata
9970,6333_9_a1387699ad3abd762d1455cc2d344a91,Non ho ricevuto riscontro
9971,6333_9_a14fa27296b28793ef0625fdbe849f12,Il problema della connessione a singhiozzi non si è risolta
9973,6333_9_a15fa5d443af37fc61464b1c6bea6be0,Per la risoluzione del problema.
9978,6333_9_a1cd2b037318e02b96fd63618972673c,Ho una attività e sono rimasta bloccata
9979,6333_9_a1f46f4df86eb36e7900ac6a467db9de,Perché dal sito di assistenza appariva che il guasto risultava già risolto il giorno successivo. Sono stato rassicurato sul fatto che la segnalazione era ancora aperta e che sarebbe stata risolta in giornata (sabato). Il guasto è stato risolto il giovedì successivo.
9985,6333_9_a28e916ab44202efd563f35d2b07b54d,Funzionamento modem Telecom  i dispositivi non ricevono segnale allontanandosi di pochi netri(2/3)
9988,6333_9_a2de68bad54cc1702370cb1925137482,Dopo due giorni senza interventi visto che la nostra è un’attività commerciale prettamente turistica eravamo ancora sprovvisti del pos per i pagamenti Perdendo così anche alcune vendite e vari contatti con aziende e fornitori.   Del fatto abbiamo comunicato tramite raccomandata PEC Per il disagio e la perdita economica.
9990,6333_9_a2f4341fbd5b6c02aee7e162ced9628e,Perché il problema NON è stato risolto e la nostra azienda è senza collegamento telefonico da 2 giorni (lavorativi) e non abbiamo ancora notizie.
9992,6333_9_a32dc5e2a2245300eec30121e5d6f856,Per essere sicura che è preso in carico il guasto
9993,6333_9_a3438ba60b8701b47c51f700c7008f0b,Perché essendo in attività avevo necessità che l’intervento fosse tempestivo visto che i clienti non mi trovavano al telefono e che non potevo fornire il servizio di pagamento con bancomat o carta.
10002,6333_9_a3bd8ffc7ff8af247b06b841477f5244,"Impossibilità da parte degli operatori commerciali, probabilmente per colpa del sistema, a risolvere un errore da Voi causato."
10005,6333_9_a3d27115fe4a7251f85d1e0fecf2814d,Il problema è stato risolto dopo più di 20 giorni
10007,6333_9_a3ef077364f6fa82688533766a8fab1d,"Il modem non dava più segnale pur non avendo manomesso nulla.ieri mattina ci hanno detto dal 191 che era un problema alla fibra nella nostra zona e che avremmo ricevuto un sms per sapere se il problema era risolto.in serata abbiamo ricontattato il 191 perche nnon avevamo notizie e dopo 3 passaggi operatore,tecnico ed infine informatico ci è stato detto o paghi sennò chiama un tuo tecnico e risolvi il problema e ha riattaccato la cornetta."
10009,6333_9_a40953c11a2916ce95322eed30458efe,"Il problema continuava ad essere presente e gli operatori erano latitanti, poco disponibili. Nessuno sapeva quando il guasto sarebbe stato risolto."
10012,6333_9_a4572b6bebf5a2ecc1c692d16e176e06,Non si è risolto
10021,6333_9_a517d8887a72df6bd6fee7dbb105a291,Il guasto era dovuto a un mancato pagamento dovuto alla mancata ricezione della fattura
10023,6333_9_a54350c68e5475d79479c3f4a8e72dce,Adsl indispensabile per l'azienda - sono stato rassicurato dall'operatore che il tecnico si presentava e invece non si è presentato nessuno
10025,6333_9_a599ee4aeb09bc8186480490fdfbfc88,"Dopo l'intervento dell'operatore la linea adsl tramite cavo non funziona. È siccome prima dell'intervento del vostro tecnico funzionava,non vedo il perché devo pagare l'uscita  dell'operatore."
10027,6333_9_a5b063b03c7b8df40086f581bc50afbd,"Non si era fatto vivo nessuno, solo agenzie esterne (Tim) per cambiare contratto"
10030,6333_9_a5e85b2a0044eed51f5ddfcb0992b90c,Il problema persiste a tutt’oggi
10033,6333_9_a6039645de1a26bd9b6a7bdde97fbfd5,Perché il problema non è stato risolto
10034,6333_9_a604dcc368a5fa763e851bd46c6be47e,Incompetenza nella gestione della pratica da parte degli operatori Telecom
10037,6333_9_a60fed844ba264b79f439e146fde5ed8,Nessun riscontro
10045,6333_9_a6a9bb5b29cd09fa5eb0b0f8f46b0ecd,Perché non era stato ancora risolto il problema.
10046,6333_9_a6c0ef435455970fd130ebf8dc0fd72c,Perché le risposte mi davano erano a dir poco insensate facendomi pure passare da fessa
10049,6333_9_a7097b5ba20a6f3d7b10d148cc26de6c,Non funzionavano le linee dopo 48 ore
10052,6333_9_a72dd69d9f8600456d9be92ed81578b9,"Ho chiamato venerdì 6/4/2018 alle ore 20,11 dal mio cellulare ######### l’operatore che mi ha risposto, non ricordo il codice, è stato sbrigativo ed inefficiente e soprattutto ineducato. Questa mattina ho segnalato nuovamente il guasto all’pperatore ######### che con buona volontà in 10 minuti ha telematicamente risolto il problema. Il mio numero telefonico è #########"
10053,6333_9_a73a2295dab0fa1f93427a7b14ce2643,"Perché il guasto non è stato risolto, MAI RISOLTO, SOLO "" CEROTTATO ""."
10062,6333_9_a7d541bbd8ff68daae441bedb23cd3a2,Non risolveva il problema
10064,6333_9_a80f9044222a68e1cf6e48a5f5ca8fab,"Perché non ero stato contattato dal tecnico, dopo il sollecito sono stato chiamato da un tecnico da Catanzaro. Il giorno dopo è venuto il tecnico di zone che ha risolto il tutto. Bravo e Gentile"
10065,6333_9_a813164fbda14566a8149fa709e9e144,Sono passati giorni senza avere soluzioni
10067,6333_9_a819ddba85a8feef65f169b6d5c3534e,"Avevo ricevuto un sms che mi diceva che il problema era stato risolto quando non era affatto vero. Quando poi è stato effettivamente risolto, sarei dovuta essere contattata dal tecnico, ma ne' il tecnico ne' alcun sms mi ha avvisato della risoluzione del guasto sulla linea"
10068,6333_9_a8317c0e3d928b99507cab866b7f75d7,"Perché nessuno mi comunicava i tempi di risoluzione, nessuno sapeva niente"
10069,6333_9_a8354b57bd826302b2cb60f343f79021,Perché il problema non è stato mai risolto
10070,6333_9_a84dc0cdec6d96ed22c27bb9e0b9f1d5,Perché avevo un attività che viveva con il telefono e NESSUNO sapeva dirmi a che punto era la soluzio e o se c'era effettivamente qualcuno che ci stava dietro MANCANZA DI COMUNICAZIONE
10071,6333_9_a84ea9817340e85ec9d51dfe8483d5cf,"Nonostante arrivino sms per comunicare la risoluzione del problema , per la quarta settimana ,il telefono è  muto Nonostante abbia segnalato che si tratta di uno studio medico convenzionato con L'USL."
10073,6333_9_a866b92e09fbe384bbb9d1f10076f232,Nella prima telefonata l'operatrice mi havproposto l-intervento a pagamento rifiutando logicamente nella secanda telefinata un alte operatrice ha subito ammesso che notava un problema di linea e quindi avrebbe mandato il tecnico non a pagamento..quindi il sondaggio eseguito è riferito all' ultima chiamata
10078,6333_9_a8b0ea9c350f863497a248c16205feb5,Dopo tre mesi di richiesta di trasloco non abbiamo ancora la linea telefonica
10084,6333_9_a90727c62c24688f39abf6cbe10e0bb6,Cavo guasto
10085,6333_9_a9095c4db152885595a3324cc32e15b4,Perché il problEma non si è risolto
10087,6333_9_a915accc21725f334ce1564a98d186db,ho sollecitato perché non si è intervenuto nei tempi previsti dal contratto
10090,6333_9_a9361a448f2773d9ba8922a956d58bfb,Perché sono azienda ed ero senza servizio
10097,6333_9_a9c0c9937ea2eeebcd5619f49f57454d,"Non mi ricordo esattamente il numero dei solleciti, cmq tantissimi, anche con Pec. Pec richiesta lavori 20 dicembre, presa in carico 22 gennaio, a buca intervento 29 gennaio e 7 febbraio. Ho notato mancanza di comunicazione tra le varie realtà' lavorative."
10099,6333_9_a9f9c8e5da9d4032d60a25d82a9cccea,Perché nessuno mi ha contattata e io sono senza linea voce e adsl
10101,6333_9_aa210964f18e0ab5902392fd980dc379,Abbiamo una piastra ISDN con il n. ######### dedicato al fax la cui linea non è attiva  e non avete ancora risolto il problema.
10103,6333_9_aa28d81c6996e6e57012520eb732c70d,La R.A. non funziona da mesi
10114,6333_9_ab04cbc3c48c3a63447ef5aa65a87d8c,Perché da molto tempo la linea adsl non fornisce adeguate
